Alimento,Cantidad_sugerida,Unidad,Peso_bruto,Peso_neto,Energia,Proteina,Lipidos,Carbohidratos,Fibra,Vitamina_A,Acido_Ascorbico,Acido_Folico,Hierro,Potasio,Calcio,Selenio,Fosforo,Sodio,Colesterol,AG_saturados,AG_monoinsaturados,AG_poliinsaturados,Azucar,IG,CG,Grupo
Cereal de arroz inflado con chocolate, 1/2,taza,16,16,62,1.1,0.6,13.8,1.2,0,0,3,0.2,0,4.5,0,0,1.9,0,0,0,0,1.5,82,11.316,Cereales sin grasa
Cereal de salvado de trigo, 1/3,taza,21,21,54,2.6,0.7,15.3,6.7,0,0,66.7,3,0,66.7,0,0,189.3,0,0,0,0,4,42,6.426,Cereales sin grasa
Cereal de trigo sabor frutas, 1/2,taza,15,15,60,0.5,0.8,13,0,0,0,50,2.1,0,10,0,0,100,0,0,0,0,6.5,69,8.97,Cereales sin grasa
Cereal integral con pasitas, 1/3,taza,20,20,66,2,0.5,15.7,2.7,0,0,33.3,1.5,0,11.7,0,0,130,0,0,0,0,6,42,6.594,Cereales sin grasa
Elote amarillo cocido,1 1/2,pieza,174,66,71,2.2,0.8,16.6,1.9,0,0,30.4,0.3,0,1.6,0,0,0,0,0,0,0,2.7,53,8.798,Cereales sin grasa
Elote amarillo congelado,1 1/2,pieza,188,71,70,2.3,0.6,16.7,2,0,0,27.9,0.5,0,2.9,0,0,2.3,0,0,0,0,ND,47,7.849,Cereales sin grasa
Elote blanco cocido,1 1/2,pieza,215,82,70,2.6,1,15.5,2.2,0,0,37.5,0.4,0,1.6,0,0,12.2,0,0,0,0,2.6,59,9.145,Cereales sin grasa
Elote enlatado, 1/2,taza,82,82,66,2.1,0.8,15.2,1.6,0,0,40,0.7,0,4,0,0,175,0,0,0,0,2.3,46,6.992,Cereales sin grasa
English moffin, 1/2,pieza,29,29,67,2.2,0.5,13.1,0.8,0,0,10.5,0.7,0,49.5,0,0,132,0,0,0,0,ND,77,10.087,Cereales sin grasa
Espagueti cocido, 1/3,taza,47,47,57,2.5,0.2,12.3,2.1,0,0,2.3,0.5,0,7,0,0,1.4,0,0,0,0,0.4,44,5.412,Cereales sin grasa
Harina de amaranto,2,cucharada,19,19,68,2.7,1,11.9,1.3,0,0,0,0,0,0,0,0,0.2,0,0,0,0,ND,66,7.854,Cereales sin grasa
Harina de trigo,2 1/2,cucharada,20,20,71,2,0.2,14.9,0.5,0,0,5.2,0.9,0,3,0,0,0.3,0,0,0,0,0.3,41,6.109,Cereales sin grasa
Harina de trigo integral,2 1/2,cucharada,19,19,64,2.6,0.3,13.6,2.3,0,0,8.3,0.7,0,6.4,0,0,0.4,0,0,0,0,0.4,30,4.08,Cereales sin grasa
Hojuelas de maíz, 3/4,taza,19,19,51,1.1,0,11.4,0.3,0,0,109.3,5.4,0,1.3,0,0,136.7,0,0,0,0,1.8,81,9.234,Cereales sin grasa
Hot cake, 3/4,pieza,38,38,69,2.5,2.3,9.7,0,0,0,4.9,0.7,0,81.9,0,0,164.8,0,0,0,0,ND,67,6.499,Cereales sin grasa
Maíz amarillo,20,g,20,18,67,2.2,0.9,13,2.2,0,0,0,0.4,0,1.5,0,0,0.2,0,0,0,0,ND,53,6.89,Cereales sin grasa
Maíz blanco cocido,25,g,25,19,68,2.2,0.9,13.3,2.3,0,0,0,0.4,0,1.5,0,0,0.2,0,0,0,0,ND,59,7.847,Cereales sin grasa
Palomitas,2 1/2,taza,18,18,70,3.5,0,14,3.5,0,0,0,0,0,0,0,0,140,0,0,0,0,ND,55,7.7,Cereales sin grasa
Pan 7 granos,1,rebanada,26,26,65,2.6,1,12.1,1.7,0,0,12,0.9,0,24,0,0,127,0,0,0,0,ND,55,6.655,Cereales sin grasa
Pan blanco,1,rebanada,27,27,71,2.2,0.8,13.6,0.5,0,0,27.8,1.1,0,101.3,0,0,149.9,0,0,0,0,ND,70,9.52,Cereales sin grasa
Pan de centeno, 3/4,rebanada,24,24,55,1.8,0.7,10.2,1.3,0,0,12,0.7,0,17.3,0,0,158.3,0,0,0,0,ND,41,4.182,Cereales sin grasa
Pan de avena,1,rebanada,30,30,71,3.1,1.3,11.9,1.3,0,0,8,0.9,0,20,0,0,122,0,0,0,0,ND,47,5.593,Cereales sin grasa
Pan de caja,1,rebanada,27,27,71,2.2,0.8,13.6,0.5,0,0,27.8,1.1,0,101.3,0,0,149.9,0,0,0,0,ND,70,9.52,Cereales sin grasa
Pan de caja integral,1,rebanada,25,25,67,2.4,1,12.6,1.1,0,0,29,1,0,78,0,0,145.8,0,0,0,0,ND,54,6.804,Cereales sin grasa
Pan de centeno y comino,1,rebanada,20,20,55,1.7,0.5,11,0.3,0,0,0,0,0,0,0,0,140,0,0,0,0,ND,41,4.51,Cereales sin grasa
Pan de centeno y trigo,1,rebanada,28,28,73,2.6,0.2,15,0.1,0,0,0,0,0,10.3,0,0,156,0,0,0,0,ND,41,6.15,Cereales sin grasa
Pan de girasol integral,1,pieza,25,25,57,2.1,1.4,9.7,1.1,0,0,0,0,0,0,0,0,90.5,0,0,0,0,ND,57,5.529,Cereales sin grasa
Pan integral,1,rebanada,25,25,67,2.4,1,12.6,1.1,0,0,29,1,0,78,0,0,145.8,0,0,0,0,ND,54,6.804,Cereales sin grasa
Pan melba,3,pieza,15,15,60,1.8,0.6,11.4,0.9,0,0,3,0.6,0,15,0,0,123,0,0,0,0,ND,70,7.98,Cereales sin grasa
Pan negro,1,rebanada,26,26,69,2.1,0.5,15.2,0.3,0,0,0,2.4,0,12.7,0,0,144.8,0,0,0,0,ND,47,7.144,Cereales sin grasa
Pan negro con trigo,1,rebanada,25,25,65,2,0.5,14.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,47,6.862,Cereales sin grasa
"Pan tipo ""English muffin""", 1/2,pieza,29,29,67,2.2,0.5,13.1,0.8,0,0,10.5,0.7,0,49.5,0,0,132,0,0,0,0,ND,77,10.087,Cereales sin grasa
Pan al horno con cascara, 1/2,pieza,78,78,73,1.5,0.1,16.8,0.1,0,0,7,0.3,0,3.9,0,0,3.9,0,0,0,0,1.3,60,10.08,Cereales sin grasa
Papa cocida, 1/2,pieza,68,68,73,1.5,0.1,17.1,1.5,0,0,7.1,0.2,0,3.5,0,0,2.5,0,0,0,0,0.6,54,9.234,Cereales sin grasa
Papa hervida con piel, 1/2,pieza,68,68,59,1.3,0.1,13.7,1.2,0,0,7.1,0.2,0,3.5,0,0,2.5,0,0,0,0,0.6,65,8.905,Cereales sin grasa
Pasta cocida, 1/2,taza,60,60,78,3.2,1.1,14,0,0,0,11.6,0.7,0,6.3,0,0,49.5,0,0,0,0,ND,44,6.16,Cereales sin grasa
pasta ángel,1,rebanada,28,28,52,1.2,0.1,11.7,0.3,0,0,1,0.2,0,40,0,0,212,0,0,0,0,ND,67,7.839,Cereales sin grasa
Pretzels,6,pieza,18,18,72,1.7,0.7,15.1,0.6,0,0,15.4,0.8,0,6.4,0,0,312.4,0,0,0,0,ND,83,12.533,Cereales sin grasa
Tapioca,2,cucharada,19,19,65,0,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,70,11.34,Cereales sin grasa
Tortilla,1,pieza,30,30,64,1.4,0.5,16.2,0.6,0,0,0,0.8,0,58.8,0,0,0,0,0,0,0,ND,52,8.424,Cereales sin grasa
Tortilla de maíz blanco,2,pieza,30,30,64,1.4,0.5,16.2,0.6,0,0,0,0.8,0,58.8,0,0,0,0,0,0,0,ND,52,8.424,Cereales sin grasa
Barritas de fresa, 1/3,pieza,21,21,97,1.1,3.9,14.4,0.3,0,0,26.4,1,0,0,0,0,36.6,0,0,0,0,ND,50,7.2,Cereales con grasa
Cuernito, 1/2,pieza med,29,29,115,3.2,6,13,0.7,0,0,37.1,0.6,0,10.5,0,0,133.1,0,0,0,0,3.2,67,8.71,Cereales con grasa
Cuerno, 1/2,pieza med,29,29,98,1,4.8,11.6,0,0,0,37.1,0.6,0,10.5,0,0,133.1,0,0,0,0,3.2,67,7.772,Cereales con grasa
Dona, 1/3,pieza,21,21,90,1,4.9,9.6,0.3,0,0,1.8,0.4,0,9.6,0,0,117.3,0,0,0,0,3.6,76,7.296,Cereales con grasa
Frituras de maíz con chile y limón, 1/3,bolsa,19,19,84,0.8,5.3,8.3,0,0,0,0,1.4,0,0,0,0,218.2,0,0,0,0,ND,64,5.312,Cereales con grasa
Muffin de Blueberry, 1/4,pieza,28,28,104,2.2,2.4,18.1,1,0,0,20.6,0.4,0,13,0,0,95.8,0,0,0,0,9.3,59,10.679,Cereales con grasa
Muffin de maíz, 1/3,pieza,37,37,115,2,3.2,19.1,1.3,0,0,12.4,1,0,27.5,0,0,194.3,0,0,0,0,2.8,49,9.359,Cereales con grasa
Muffin de manzana, 2/3,pieza,33,33,113,1.3,5.3,15.3,0,0,0,13.3,0.5,0,13.3,0,0,146.7,0,0,0,0,11,44,6.732,Cereales con grasa
de plátano, 1/2,pieza,28,28,109,2,4.9,15.5,0.4,0,0,8,0.6,0,8,0,0,112,0,0,0,0,19.2,65,10.075,Cereales con grasa
Muffin integral, 1/3,pieza,37,37,92,2,2.5,15.5,2,0,0,51.8,1.6,0,23.5,0,0,146.5,0,0,0,0,3.1,60,9.3,Cereales con grasa
Pan de muesli,1,rebanada,28,28,88,2.5,3.4,12.2,1.3,0,0,0,0,0,0,0,0,124.9,0,0,0,0,ND,54,6.588,Cereales con grasa
Pan tipo muffin de maíz, 1/3,pieza,37,37,115,2,3.2,19.1,1.3,0,0,12.4,1,0,27.5,0,0,194.3,0,0,0,0,2.8,49,9.359,Cereales con grasa
de manzana, 2/3,pieza,32,32,112,2,5.3,15.2,0,0,0,0,0.5,0,13.2,0,0,145.2,0,0,0,0,7.3,44,6.688,Cereales con grasa
integral, 1/3,pieza,37,37,92,4,2.5,15.5,2,0,0,51.8,1.6,0,23.5,0,0,146.5,0,0,0,0,3.1,60,9.3,Cereales con grasa
Papas fritas,6,pieza,18,18,100,1.2,6.9,9.2,0.6,0,0,1.3,0.3,0,4.3,0,0,118.1,0,0,0,0,0.9,76,6.992,Cereales con grasa
Pastel de frutas,1,rebanada,28,28,109,1.3,3.1,20.8,1.3,0,0,0.7,0.6,0,9.1,0,0,75.5,0,0,0,0,12,47,9.776,Cereales con grasa
Puré de papa, 1/2,taza,105,105,119,2,4.4,17.5,1.6,0,0,8.4,0.3,0,25.2,0,0,332.9,0,0,0,0,1.5,74,12.95,Cereales con grasa
Puré de papa preparado,1 1/2,taza,105,105,119,1.6,4.4,17.5,1.6,0,0,8.4,0.3,0,25.2,0,0,332.9,0,0,0,0,1.5,85,14.875,Cereales con grasa
Tortilla de harina,1,pieza,28,28,80,1.9,1.9,13.4,0.1,0,0,0,0.3,0,19,0,0,214.8,0,0,0,0,0.1,30,4.02,Cereales con grasa
Wafle,1,pieza,35,35,87,2,2.7,13.4,0.8,0,0,20,2,0,107.8,0,0,223.3,0,0,0,0,1.8,76,10.184,Cereales con grasa
Wafle con mantequilla,1,pieza,35,35,109,2.5,4,15.5,0.7,0,0,17.9,1.6,0,17.8,0,0,184.1,0,0,0,0,1,76,11.78,Cereales con grasa
Wafle estilo casero,1,pieza,31,31,109,2.6,3.8,16,0.5,0,0,15.9,1.4,0,15.9,0,0,181.7,0,0,0,0,0.8,76,12.16,Cereales con grasa
Alubia cocida, 1/2,taza,90,90,124,8.7,0.3,22.5,5.6,0,0,0,3.3,502.1,0,1.2,101.1,5.4,0,0,0,0,0.3,28,6.3,Leguminosas
Alubia enlatada guisada, 1/3,taza,86,86,99,6.3,0.3,18.3,4.2,0,0,0,2.6,392.5,0,1.4,78.7,299.9,0,0,0,0,3,52,9.516,Leguminosas
Alverjón o chícharo seco cocido, 1/2,taza,98,98,116,8.2,0.4,20.7,0,0,0,0,1.3,354.8,0,0.6,97,2,0,0,0,0,2.8,22,4.554,Leguminosas
Frijol promedio cocido, 1/2,taza,86,86,114,7.6,0.5,20.4,7.5,0,0,0,1.8,305.3,0,1,120.4,1,0,0,0,0,0.3,43,8.772,Leguminosas
Frijoles enteros enlatados, 1/2,taza,128,128,108,6.7,0.8,18.6,6.8,0,0,0,1.5,303.4,0,1.2,115.2,378.9,0,0,0,0,2.4,45,8.37,Leguminosas
Garbanzo cocido, 1/2,taza,82,82,135,7.3,2.1,22.5,6.3,0,0,0,2.4,238.5,0,3,138,5.5,0,0,0,0,4,31,6.975,Leguminosas
Garbanzo enlatado, 1/2,taza,120,120,143,6,1.4,27.2,5.3,0,0,0,1.6,206.5,0,3.4,108,359,0,0,0,0,ND,42,11.424,Leguminosas
Ibes o habas de lima cocido, 1/2,taza,85,85,105,5.8,0.3,20.1,4.5,0,0,0,2.1,484.5,0,1.7,110.5,14.5,0,0,0,0,1.4,32,6.432,Leguminosas
Lenteja cocida, 1/2,taza,99,99,115,9,0.4,20,7.8,0,0,0,3.3,365.5,0,2.8,178,2,0,0,0,0,1.8,26,5.2,Leguminosas
Soya cocida, 1/3,taza,57,57,98,9.4,5.1,5.6,3.4,0,0,0,2.9,292.3,0,4.1,139.1,0.6,0,0,0,0,1.7,18,1.008,Leguminosas
Ate,13,g,13,13,41,0.4,0.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,51,5,Azúcares sin grasa
Ate de guayaba,14,g,13,13,41,0.4,0.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,51,5,Azúcares sin grasa
Ate de membrillo,15,g,13,13,41,0.4,0.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,51,5,Azúcares sin grasa
Azúcar blanca,2,Cucharadita,8,8,33,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,68,6,Azúcares sin grasa
Azúcar de mesa,2,Cucharadita,8,8,33,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,68,6,Azúcares sin grasa
Azúcar glass,4,Cucharadita,10,10,39,0,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,9.8,68,7,Azúcares sin grasa
Azúcar granulada,2,Cucharadita,8,8,33,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,68,6,Azúcares sin grasa
Azúcar mascabado,2,Cucharadita,10,10,36,0,0,9.1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9.1,68,6,Azúcares sin grasa
Azúcar morena,3,Cucharadita,9,9,34,0,0,8.8,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,8.7,68,6,Azúcares sin grasa
Bebida láctea fermentada,1,pieza,80,80,50,0.9,0.2,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,46,5,Azúcares sin grasa
Bebida para deportistas, 1/4,bote sport,152,152,40,0,0,9.8,0,0,0,0,0,0,0,0,0,59.4,0,0,0,0,8,78,8,Azúcares sin grasa
Bebida para deportistas en polvo,2,Cucharadita,10,10,36,0,0,9.5,0,0,0,0,0,0,0,0,0,60.3,0,0,0,0,9,78,7,Azúcares sin grasa
Caramelo salvavidas,2,pieza pequeña,12,12,47,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,8,Azúcares sin grasa
Chocolate en polvo sin azúcar,2,Cucharadita,10,10,40,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,3,Azúcares sin grasa
Cacao en polvo,2,Cucharadita,10,10,40,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,3,Azúcares sin grasa
Cueritos de fruta, 1/2,pieza,11,11,39,0,0.3,9,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,5.2,99,9,Azúcares sin grasa
Fruta cristalizada,15,g,15,15,45,0.5,0.1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,103,11,Azúcares sin grasa
Jugo de citricos preparado con agua, 1/3,taza,80,80,37,0.2,0,9.2,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,6.5,50,5,Azúcares sin grasa
Jugo de fruta concentrado,20,g,20,20,45,0.8,0.3,10.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,50,5,Azúcares sin grasa
Jugo de frutas, 1/3,taza,80,80,40,0,0,10,0,0,0,0,0,0,0,0,0,53.3,0,0,0,0,10,50,5,Azúcares sin grasa
Leche consensada,2,cucharadita,11,11,36,0.9,1,6.1,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,6.1,61,4,Azúcares sin grasa
Mentas de caramelo,6,pieza,10,10,41,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,70,7,Azúcares sin grasa
Mermelada,2 1/2,Cucharadita,17,17,41,0.1,0,10,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,8.1,48,5,Azúcares sin grasa
Miel de abeja,2,Cucharadita,14,14,43,0,0,11.5,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,11.5,55,6,Azúcares sin grasa
Mousse de chocolate sin grasa, 1/4,taza,50,50,47,1,0.2,10.4,0,0,0,0,0,0,0,0,0,55,0,0,0,0,7.9,31,3,Azúcares sin grasa
Néctar de fruta, 1/4,taza,63,63,38,0.1,0,9.9,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,9.5,54,5,Azúcares sin grasa
Paleta de caramelo,2,pieza,12,12,44,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,70,8,Azúcares sin grasa
Refresco, 1/4,lata,92,92,38,0,0,9.7,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,9.7,66,6,Azúcares sin grasa
Refresco de cola, 1/4,lata,92,92,38,0,0,9.7,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,9.7,58,6,Azúcares sin grasa
Cacahuate confitado,4,pieza,16,16,83,2.1,5.4,8,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,6,33,3,Azúcares con grasa
Chispas de chocolate hershey,5,Cucharadita,17,17,89,0.8,4.8,10.7,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,8.7,43,5,Azúcares con grasa
Chispas de chocolate,5,Cucharadita,18,18,94,1.3,5.2,10.4,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,8.9,43,4,Azúcares con grasa
Chocolate amargo, 1/3,pieza,14,14,70,0.7,4.4,8,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,6.3,43,3,Azúcares con grasa
Chocolate blanco,15,g,15,15,81,0.9,4.8,8.9,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,8.9,44,4,Azúcares con grasa
Chocolate blanco sin azúcar ,19,g,19,19,90,1.7,6.7,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ND,35,3,Azúcares con grasa
Chocolate con azúcar,15,g,15,15,70,0.6,2.5,11.3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,ND,43,5,Azúcares con grasa
Chocolate con galleta y caramelo, 1/2,barra,15,15,75,0.7,3.7,9.7,0,0,0,0,0,0,0,0,0,29.7,0,0,0,0,7.2,44,4,Azúcares con grasa
Chocolate con leche,15,g,15,15,64,1.4,1.6,11.1,0,0,0,0,0,0,0,0,0,57.3,0,0,0,0,ND,43,5,Azúcares con grasa
Chocolate con nugat y cacahuate, 1/3,pieza,19,19,90,1.4,4.5,11.5,0,0,0,0,0,0,0,0,0,46.7,0,0,0,0,9.6,41,5,Azúcares con grasa
Chocolate de leche, 2/3,pieza,17,17,88,1.3,4.9,9.8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8.4,43,4,Azúcares con grasa
Chocolate en polvo DICONSA,25,g,25,25,94,15,1.1,6,0,0,0,0,0,0,0,0,0,162.5,0,0,0,0,5.4,54,3,Azúcares con grasa
Chocolate fundido, 3/4,Cucharada,14,14,59,0.3,1.5,10.9,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,10.4,43,5,Azúcares con grasa
Chocolate rallado,5,Cucharadita,17,17,87,0.9,5.4,9.9,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,7.7,43,4,Azúcares con grasa
Chocolate semi amargo,17,g,17,17,81,0.7,5.1,10.7,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,9.3,43,5,Azúcares con grasa
Chocolate sin azúcar,15,g,15,15,85,2.1,5.8,6.1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,ND,35,2,Azúcares con grasa
Flan casero, 1/5,taza,61,61,89,2.8,2.5,13.9,0,0,0,0,0,0,0,0,0,32.4,0,0,0,0,14.2,65,9,Azúcares con grasa
Lunetas, 1/3,paquete (50),16,16,79,0.7,3.4,11.4,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0,10.1,33,4,Azúcares con grasa
Abulón fresco,40,g,40,40,42,6.8,0.3,2.4,0,0.9,0,0,1.3,0,12.2,17.9,0,120.5,33.9,0,0,0,0,0,0,AOAMBG
Aguayón,30,g,30,30,42,6.3,1.9,0,0,1.8,0,0,0.7,0,1.8,5.9,0,18.9,18.6,0,0,0,0,0,0,AOAMBG
Aguayón de res,30,g,30,30,42,6.3,1.9,0,0,1.8,0,0,0.7,0,1.8,5.9,0,18.9,18.6,0,0,0,0,0,0,AOAMBG
Almeja cruda mediana sin concha,4,pieza,58,58,43,7.4,0.6,1.5,0,52.2,0,0,8.1,0,26.6,14.1,0,32.8,19.8,0,0,0,0,0,0,AOAMBG
Almeja fresca sin concha,4,pieza,58,58,43,7.4,0.6,1.5,0,52.2,0,0,8.1,0,26.6,14.1,0,32.8,19.8,0,0,0,0,0,0,AOAMBG
Alón de pollo sin piel,1,pieza,55,29,37,6.4,1,0,0,5.2,0,0,0.3,0,3.8,5.2,0,23.6,16.6,0,0,0,0,0,0,AOAMBG
Anchoa fresca,30,g,30,30,39,6.1,1.4,0,0,4.6,0,0,1,0,44.1,11,0,31.1,18,0,0,0,0,0,0,AOAMBG
Anillos de calamar, 1/4,taza,38,38,34,5.9,0.5,1.2,0,3.8,0,0,0.3,0,11.9,16.8,0,16.3,87.4,0,0,0,0,0,0,AOAMBG
Atún blanco en agua (drenado), 1/3,lata,33,33,43,7.9,1,0,0,2,0,0,0.3,0,4.7,21.9,0,125.7,14.1,0,0,0,0,0,0,AOAMBG
Atún en agua drenado, 1/3,lata,33,33,39,8.5,0.3,0,0,5.7,0,0,0.5,0,3.7,26.8,0,112.7,10,0,0,0,0,0,0,AOAMBG
Atún fresco,30,g,30,30,43,7,1.5,0,0,196.6,0,0,0.3,0,2.5,11,0,11.6,11.3,0,0,0,0,0,0,AOAMBG
Atún horneado,20,g,20,20,37,6,1.3,0,0,151.4,0,0,0.3,0,2,9.4,0,10,9.9,0,0,0,0,0,0,AOAMBG
Atún light (drenado), 1/3,lata,33,33,39,8.5,0.3,0,0,5.7,0,0,0.5,0,3.7,26.8,0,112.7,10,0,0,0,0,0,0,AOAMBG
 Bacalao enlatado ,35,g,35,35,37,8,0.3,0,0,4.9,0,0,0.2,0,7.4,3,0,76.3,19.3,0,0,0,0,0,0,AOAMBG
Bacalao fresco,45,g,45,45,37,8,0.3,0,0,5.3,0,0,0.2,0,7.4,14.9,0,24.4,19.4,0,0,0,0,0,0,AOAMBG
Bistec,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Bistec de res,31,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Bola de ternera,35,g,35,35,41,7.3,1.1,0,0,0,0,0,0.3,0,1.8,3.2,0,22.1,27.3,0,0,0,0,0,0,AOAMBG
Cabeza de pescado,400,g,400,40,40,8.2,0.5,0,0,12.2,0,0,0.1,0,12.7,5.6,0,25.4,14.6,0,0,0,0,0,0,AOAMBG
Cabrito,25,g,25,25,36,6.8,0.8,0,0,0,0,0,0.9,0,4.3,9.5,0,21.5,18.8,0,0,0,0,0,0,AOAMBG
Calamar,45,g,45,45,41,7,0.6,1.4,0,4.5,0,0,0.3,0,14.3,20.2,0,19.6,104.8,0,0,0,0,0,0,AOAMBG
Camarón 16-20,2,pieza,50,40,42,8.1,0.7,0.4,0,21.6,0,0,1,0,20.7,15.2,0,59.3,60.7,0,0,0,0,0,0,AOAMBG
Camarón cocido,5,pieza,34,34,34,7.1,0.4,0,0,23.1,0,0,1.1,0,13.3,13.5,0,76.2,66.3,0,0,0,0,0,0,AOAMBG
Camarón crudo mediano,6,pieza,45,36,38,7.3,0.6,0.3,0,19.5,0,0,0.9,0,18.6,13.7,0,53.4,54.6,0,0,0,0,0,0,AOAMBG
Camarón de surimi,40,g,40,40,40,5,0.6,3.7,0,8,0,0,0.2,0,7.6,9.2,0,282,14.4,0,0,0,0,0,0,AOAMBG
Camarón enlatado, 1/4,taza,32,32,32,6.5,0.4,0,0,0,0,0,0.7,0,46.4,15.2,0,248.6,80.6,0,0,0,0,0,0,AOAMBG
Camarón gigante,2,pieza,50,40,42,8.1,0.7,0.4,0,21.6,0,0,1,0,20.7,15.2,0,59.3,60.7,0,0,0,0,0,0,AOAMBG
Camarón pacotilla,6,pieza,36,36,38,7.3,0.6,0.3,0,19.4,0,0,0.9,0,18.7,13.7,0,53.3,54.7,0,0,0,0,0,0,AOAMBG
Camarón U15,2,pieza,50,40,42,8.1,0.7,0.4,0,21.6,0,0,1,0,20.7,15.2,0,59.3,60.7,0,0,0,0,0,0,AOAMBG
Cangrejo,2,pieza,42,42,37,7.6,0.4,0,0,1,0,0,0.3,0,37.6,15.7,0,123,32.6,0,0,0,0,0,0,AOAMBG
Cangrejo cocido,40,g,40,40,41,8.1,0.7,0,0,0.9,0,0,0.4,0,41.4,16.1,0,111.5,40,0,0,0,0,0,0,AOAMBG
Cangrejo de Alaska,40,g,40,40,41,8.1,0.7,0,0,2.8,0,0,0.2,0,18.4,14.6,0,334.6,40,0,0,0,0,0,0,AOAMBG
Cangrejo de Alaska cocido,40,g,40,40,41,8.1,0.7,0,0,3.8,0,0,0.3,0,23.5,16,0,428.8,40,0,0,0,0,0,0,AOAMBG
Cangrejo enlatado, 1/4,taza,34,34,33,6.9,0.4,0,0,0.8,0,0,0.3,0,34.1,10.7,0,112.4,30.2,0,0,0,0,0,0,AOAMBG
Carne molida de pavo,30,g,30,30,33,6.7,0.4,0,0,0,0,0,0.1,0,1.4,9.9,0,430,12.9,0,0,0,0,0,0,AOAMBG
Carne molida de pollo,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Cazón,60,g,60,32,42,6.8,1.4,0,0,22.7,0,0,0.3,0,11.1,11.8,0,25.5,16.4,0,0,0,0,0,0,AOAMBG
Cazón fileteado,33,g,33,33,43,6.9,1.5,0,0,23.1,0,0,0.3,0,11.3,12,0,26,16.7,0,0,0,0,0,0,AOAMBG
Cecina,25,g,25,25,40,6,1.6,0.2,0,0.6,0,0,1.1,0,8.8,4.7,0,275,17.5,0,0,0,0,0,0,AOAMBG
Cecina enchilada,25,g,25,25,40,6,1.6,0.2,0,0.6,0,0,1.1,0,8.8,7.1,0,275,17.5,0,0,0,0,0,0,AOAMBG
Chambarete,35,g,35,33,42,6.8,1.6,0,0,46.2,0,0,0.6,0,3,6.6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Chambarete de res,35,g,35,33,42,6.8,1.6,0,0,46.2,0,0,0.6,0,3,6.6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Chipirón crudo,45,g,45,45,41,7,0.6,1.4,0,4.5,0,0,0.3,0,14.3,20.2,0,19.6,104.8,0,0,0,0,0,0,AOAMBG
Chuleta ahumada, 1/2,pieza,40,34,34,6.1,1,0.1,0,0,0,0,0.4,0,3,9.7,0,456.8,17.7,0,0,0,0,0,0,AOAMBG
